condition,identifier,aseg_found,lh_aparc_found,rh_aparc_found,stats_dir
jdac_antiartonly,sub-01_run-01,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-01_run-01/stats
jdac_antiartonly,sub-01_run-02,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-01_run-02/stats
jdac_antiartonly,sub-01_run-03,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-01_run-03/stats
jdac_antiartonly,sub-02_run-01,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-02_run-01/stats
jdac_antiartonly,sub-02_run-02,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-02_run-02/stats
jdac_antiartonly,sub-02_run-03,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-02_run-03/stats
jdac_antiartonly,sub-03_run-01,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-03_run-01/stats
jdac_antiartonly,sub-03_run-02,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-03_run-02/stats
jdac_antiartonly,sub-03_run-03,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-03_run-03/stats
jdac_antiartonly,sub-04_run-01,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-04_run-01/stats
jdac_antiartonly,sub-04_run-02,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-04_run-02/stats
jdac_antiartonly,sub-04_run-03,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-04_run-03/stats
jdac_antiartonly,sub-05_run-01,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-05_run-01/stats
jdac_antiartonly,sub-05_run-02,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-05_run-02/stats
jdac_antiartonly,sub-05_run-03,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-05_run-03/stats
jdac_antiartonly,sub-06_run-01,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-06_run-01/stats
jdac_antiartonly,sub-06_run-02,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-06_run-02/stats
jdac_antiartonly,sub-06_run-03,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-06_run-03/stats
jdac_antiartonly,sub-07_run-01,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-07_run-01/stats
jdac_antiartonly,sub-07_run-02,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-07_run-02/stats
jdac_antiartonly,sub-07_run-03,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-07_run-03/stats
jdac_antiartonly,sub-08_run-01,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-08_run-01/stats
jdac_antiartonly,sub-08_run-02,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-08_run-02/stats
jdac_antiartonly,sub-08_run-03,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-08_run-03/stats
jdac_antiartonly,sub-09_run-01,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-09_run-01/stats
jdac_antiartonly,sub-09_run-02,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-09_run-02/stats
jdac_antiartonly,sub-09_run-03,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-09_run-03/stats
jdac_antiartonly,sub-10_run-01,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-10_run-01/stats
jdac_antiartonly,sub-10_run-02,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-10_run-02/stats
jdac_antiartonly,sub-10_run-03,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-10_run-03/stats
jdac_antiartonly,sub-11_run-01,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-11_run-01/stats
jdac_antiartonly,sub-11_run-02,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-11_run-02/stats
jdac_antiartonly,sub-11_run-03,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-11_run-03/stats
jdac_antiartonly,sub-12_run-01,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-12_run-01/stats
jdac_antiartonly,sub-12_run-02,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-12_run-02/stats
jdac_antiartonly,sub-12_run-03,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-12_run-03/stats
jdac_antiartonly,sub-13_run-01,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-13_run-01/stats
jdac_antiartonly,sub-13_run-02,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-13_run-02/stats
jdac_antiartonly,sub-13_run-03,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-13_run-03/stats
jdac_antiartonly,sub-14_run-01,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-14_run-01/stats
jdac_antiartonly,sub-14_run-02,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-14_run-02/stats
jdac_antiartonly,sub-14_run-03,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-14_run-03/stats
jdac_antiartonly,sub-15_run-01,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-15_run-01/stats
jdac_antiartonly,sub-15_run-02,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-15_run-02/stats
jdac_antiartonly,sub-15_run-03,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-15_run-03/stats
jdac_antiartonly,sub-16_run-01,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-16_run-01/stats
jdac_antiartonly,sub-16_run-02,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-16_run-02/stats
jdac_antiartonly,sub-16_run-03,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-16_run-03/stats
jdac_antiartonly,sub-17_run-01,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-17_run-01/stats
jdac_antiartonly,sub-17_run-02,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-17_run-02/stats
jdac_antiartonly,sub-17_run-03,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-17_run-03/stats
jdac_antiartonly,sub-18_run-01,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-18_run-01/stats
jdac_antiartonly,sub-18_run-02,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-18_run-02/stats
jdac_antiartonly,sub-18_run-03,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-18_run-03/stats
jdac_antiartonly,sub-19_run-01,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-19_run-01/stats
jdac_antiartonly,sub-19_run-02,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-19_run-02/stats
jdac_antiartonly,sub-19_run-03,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-19_run-03/stats
jdac_antiartonly,sub-20_run-01,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-20_run-01/stats
jdac_antiartonly,sub-20_run-02,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-20_run-02/stats
jdac_antiartonly,sub-20_run-03,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-20_run-03/stats
jdac_antiartonly,sub-21_run-01,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-21_run-01/stats
jdac_antiartonly,sub-21_run-02,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-21_run-02/stats
jdac_antiartonly,sub-21_run-03,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-21_run-03/stats
jdac_antiartonly,sub-22_run-01,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-22_run-01/stats
jdac_antiartonly,sub-22_run-02,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-22_run-02/stats
jdac_antiartonly,sub-22_run-03,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_antiartonly_ds004332/sub-22_run-03/stats
jdac_nodenoise,sub-01_run-01,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-01_run-01/stats
jdac_nodenoise,sub-01_run-02,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-01_run-02/stats
jdac_nodenoise,sub-01_run-03,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-01_run-03/stats
jdac_nodenoise,sub-02_run-01,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-02_run-01/stats
jdac_nodenoise,sub-02_run-02,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-02_run-02/stats
jdac_nodenoise,sub-02_run-03,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-02_run-03/stats
jdac_nodenoise,sub-03_run-01,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-03_run-01/stats
jdac_nodenoise,sub-03_run-02,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-03_run-02/stats
jdac_nodenoise,sub-03_run-03,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-03_run-03/stats
jdac_nodenoise,sub-04_run-01,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-04_run-01/stats
jdac_nodenoise,sub-04_run-02,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-04_run-02/stats
jdac_nodenoise,sub-04_run-03,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-04_run-03/stats
jdac_nodenoise,sub-05_run-01,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-05_run-01/stats
jdac_nodenoise,sub-05_run-02,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-05_run-02/stats
jdac_nodenoise,sub-05_run-03,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-05_run-03/stats
jdac_nodenoise,sub-06_run-01,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-06_run-01/stats
jdac_nodenoise,sub-06_run-02,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-06_run-02/stats
jdac_nodenoise,sub-06_run-03,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-06_run-03/stats
jdac_nodenoise,sub-07_run-01,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-07_run-01/stats
jdac_nodenoise,sub-07_run-02,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-07_run-02/stats
jdac_nodenoise,sub-07_run-03,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-07_run-03/stats
jdac_nodenoise,sub-08_run-01,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-08_run-01/stats
jdac_nodenoise,sub-08_run-02,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-08_run-02/stats
jdac_nodenoise,sub-08_run-03,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-08_run-03/stats
jdac_nodenoise,sub-09_run-01,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-09_run-01/stats
jdac_nodenoise,sub-09_run-02,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-09_run-02/stats
jdac_nodenoise,sub-09_run-03,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-09_run-03/stats
jdac_nodenoise,sub-10_run-01,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-10_run-01/stats
jdac_nodenoise,sub-10_run-02,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-10_run-02/stats
jdac_nodenoise,sub-10_run-03,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-10_run-03/stats
jdac_nodenoise,sub-11_run-01,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-11_run-01/stats
jdac_nodenoise,sub-11_run-02,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-11_run-02/stats
jdac_nodenoise,sub-11_run-03,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-11_run-03/stats
jdac_nodenoise,sub-12_run-01,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-12_run-01/stats
jdac_nodenoise,sub-12_run-02,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-12_run-02/stats
jdac_nodenoise,sub-12_run-03,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-12_run-03/stats
jdac_nodenoise,sub-13_run-01,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-13_run-01/stats
jdac_nodenoise,sub-13_run-02,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-13_run-02/stats
jdac_nodenoise,sub-13_run-03,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-13_run-03/stats
jdac_nodenoise,sub-14_run-01,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-14_run-01/stats
jdac_nodenoise,sub-14_run-02,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-14_run-02/stats
jdac_nodenoise,sub-14_run-03,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-14_run-03/stats
jdac_nodenoise,sub-15_run-01,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-15_run-01/stats
jdac_nodenoise,sub-15_run-02,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-15_run-02/stats
jdac_nodenoise,sub-15_run-03,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-15_run-03/stats
jdac_nodenoise,sub-16_run-01,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-16_run-01/stats
jdac_nodenoise,sub-16_run-02,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-16_run-02/stats
jdac_nodenoise,sub-16_run-03,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-16_run-03/stats
jdac_nodenoise,sub-17_run-01,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-17_run-01/stats
jdac_nodenoise,sub-17_run-02,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-17_run-02/stats
jdac_nodenoise,sub-17_run-03,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-17_run-03/stats
jdac_nodenoise,sub-18_run-01,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-18_run-01/stats
jdac_nodenoise,sub-18_run-02,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-18_run-02/stats
jdac_nodenoise,sub-18_run-03,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-18_run-03/stats
jdac_nodenoise,sub-19_run-01,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-19_run-01/stats
jdac_nodenoise,sub-19_run-02,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-19_run-02/stats
jdac_nodenoise,sub-19_run-03,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-19_run-03/stats
jdac_nodenoise,sub-20_run-01,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-20_run-01/stats
jdac_nodenoise,sub-20_run-02,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-20_run-02/stats
jdac_nodenoise,sub-20_run-03,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-20_run-03/stats
jdac_nodenoise,sub-21_run-01,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-21_run-01/stats
jdac_nodenoise,sub-21_run-02,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-21_run-02/stats
jdac_nodenoise,sub-21_run-03,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-21_run-03/stats
jdac_nodenoise,sub-22_run-01,False,False,False,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-22_run-01/stats
jdac_nodenoise,sub-22_run-02,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-22_run-02/stats
jdac_nodenoise,sub-22_run-03,True,True,True,/home/mathw/projects/ctb-sbouix/mathw/freesurfer_jdac_rigid_nodenoise_ds004332/sub-22_run-03/stats
